3comvax	3Com Corporation	Santa Clara, CA
metro	Metro Link Incorporated	Pompano Beach, FL
mfci	Multiflow Computer Inc.	Branford, CT
mfgsrvr	Microfield Graphics, Inc.	Beaverton, Oregon
mfocus	Micro Focus Inc.	Palo Alto, CA
mgse	mgse	Metairie, LA
mgweed	AT&T Montgomery Works	Montgomery, IL
mi-cec	Mellon Institute, Computer Engineeri	Pittsburgh, PA
mia	Tandy Radio/Shack Service	Coopercity, FL
miavax	University of Miami - Information Re	Coral Gables, FL
mibte	Michigan Bell Telephone Company	Southfield, MI
mic	RGL Consulting	Dallas, Texas
micor	M.B. Cormier INC.	Orleans, Ontario
microsoft	Microsoft	Redmond, WA
middco	Connecticut *nix Society	Canton, CT
midlyd	Lydia Soybeans, Inc.	South Carolina
mikros	Mikros Systemware / EDV-Beratung	Germany
milano	MCC Software Technology Program	Austin, Texas
miles	Miles Inc., Diagnostics Division	Elkhart, Indiana
milestn	Milestone R/D Labs	North Humboldt Mil
millipore	Millipore Corporation	Bedford, MA
mimsy	University of Maryland, College Park	College Park, MD
mindcrf	Mindcraft, Inc.	Palo Alto, CA
mini	home system	Belmont, CA
minist	Ministerio de la Funcion Publica	ARGENTINA
minuet	Open Minds Computing Solutions	Coloado Springs CO
minya	John Chambers' living room	Belmont, MA
mipos3	Intel Corp., Santa Clara Microproces	Santa Clara, CA
mips	Mips Computer Systems, Inc.	Sunnyvale, CA
mirror	Times Mirror Corporation	Cambridge, MA
mit-amt	MIT Media Lab	Cambridge, MA
mit-atrp	MIT Advanced Television Research Pro	Cambridge, MA
mit-caf	MIT Microsystem Tecnology Lab.	Cambridge, MA
mit-cipg	MIT Cognitive Information Processing	Cambridge, MA
mit-eddie	Massachusetts Institute of Technolog	Cambridge, MA
mit-nc	MIT Neural Computation Group	Cambridge, MA
mit-vax	MIT Laboratory for Computer Science	Cambridge, MA
mitech	Mitech Corporation	Concord, MA
mixcom	MIX Communications	Milwaukee, WI
mizarvme	Mizar, Inc.	Carrollton, Texas
mjbtn	JobSoft Design & Development Co.	US Mail
mks	Mortice Kern Systems Inc.	CANADA
mlfarm	Maple Lawn Farm	Stonington, CT
mmm	3M Company	St Paul, Minnesota
mmsac	Martin Marietta Data Systems	Sacramento, CA
mnetor	Motorola Computer X (CANADA) Ltd.	Ontario
mneuxg	Mnematics, Incorporated	Sparkill, New York
mntgfx	Mentor Graphics Corporation	Wilsonville, OR
mobdig	MobleDigital Corp.	Alameda, CA
mojave	Announcement Technologies	Helendale, CA
momenta	Momenta Corporation	Mountain View, CA
monarch	Array Microsystems, Inc	Colorado Springs C
moncol	Monmouth College Computer Services	W Long Branch, NJ
mongrel	A. Dunn Systems Corporation	Canada
monnet	Monmouth College Computer Services	W Long Branch, NJ
montagar	Montagar Software Concepts	Plano, Texas
monymsys	Mutual of New York	Teaneck, NJ
mordor	Lawrence Livermore National Laborato	Livermore, CA
morticia	Ministerio de Relaciones Exteriores	ARGENTINA
morton	Morton & Associates, Inc.	Tualatin, Oregon
moscom	Moscom Corporation	Pittsford, NY
motatl	Motorola, Inc. Computer Group, Techn	Atlanta, Georgia
motaus	Motorola Inc. Semiconductor Products	Austin, Texas
motbos	Motorola SPS	Woburn, MA
motcoh	Motorola Inc.	Worthington Ohio
motcsd	Motorola, Inc., Computer Group, Comm	San Jose, CA
motown	Allied-Signal, Inc., Corporate Headq	Morristown, NJ
motral	Motorola, Inc. Computer Group, Techn	Raleigh, NC
motsea	Motorola Semiconductor Products, Inc	Bellevue, WA
motsj1	Motorola Microcomputer Division	Sunnyvale, CA
motto	Motorola Canada, Ltd. Shared Systems	Canada
mottor	Motorola, Inc., Computer Group, Comm	Ontario
motwdc	Motorola MicroComputer Division	Columbia, MD
moundst	UUCP/Citadel Gateway System	Mound, Minnesota
mozart	Mark Galassi Research	Stony Brook, NY
mpx1	MPX Data Systems, Inc.	Pennsylvania
mri	Microtec Research Inc.	Santa Clara, CA
mrsmouse	Miller Rental & Sales	Ohio
mrspoc	Transact Software, Inc.	Sunnyvale, CA
msdc	Medical Systems Development Corp.	Atlanta, Georgia
mslbrb	Mike LeRoy	Santa Rosa, CA
mss	Mayfield Senior School	Pasadena, CA
mstan	Morgan Stanley & Co.	New York, New York
mstar	Morning Star Technologies, Inc.	Columbus, Ohio
mstr	Hartford Graduate Center	Hartford, CT
mtbaker	tfm Associates	Bellingham, WA
mtdiablo	Mt. Diablo Software Solutions	Concord, CA
mtek	MTEK International, Inc. / Throughpu	USA
mthvax	University of Miami - Dept. of Mathe	Coral Gables, FL
mti	Micro Technology, Inc.	Anaheim, CA
mtndew	Steve's home machine	Tustin, California
mtxinu	mt Xinu	Berkeley, CA
muddcs	Harvey Mudd College	Claremont, CA
munnari	Computer Science, University of Melb	Australia
munsell	Advanced Electronic Systems of EPPS	Massachusetts
murphy	Murphy & Durieu	NYC, New York
musky2	Muskingum College	New Concord, Ohio
mustang	Ibis Systems, Inc.	Westlake Village C
mwc	Mark Williams Company	Northbrook, IL
mybest	Steve Paddock	Houston, Texas
mycroft	Mycroft Labs	Bayonne, NJ
n8ino	Mainstream	Merrimack, NH
nampak	Nampak Ltd I.S. Dept	Johannesburg
nastar	Digital Transmission Systems (DTS)	Duluth, Georgia
natinst	National Instruments Corporation	Texas
natural	Natural Intelligence, Inc.	Cambridge, MA
nautilus	Ministerio de Relaciones Exteriores	ARGENTINA
nbc1	National Broadcasting Company, Inc.	New York, New York
nbires	NBI, Inc.	Boulder, Colorado
ncar	Scientific Computing Division/NCAR	Boulder, Colorado
ncc	Precise Systems Corporation	Edmonton Alberta
ncm	Northwest Computer Maintenance, Inc.	Bellevue, WA
ncoast	North Coast Public Access Un*x	Hinckley, Ohio
ncr-sd	NCR Corporation, Rancho Bernardo	San Diego, CA
ncratl	NCR Corporation, E&M Atlanta	Duluth, Georgia
ncrats	NCR Customer Services Div - Atlanta	Atlanta, Georgia
ncrcae	NCR Corp., E&M-Columbia	West Columbia, SC
ncrcam	NCR Corporation, E&M Cambridge	Cambridge, Ohio
ncrcan	NCR Canada Ltd, MIS Department	Canada
ncrsea	NCR Corp., Western Washington Distri	Bellevue, WA
ncrwat	E & M Waterloo, NCR Canada Ltd.	Canada
ncrwic	NCR Corporation, Wichita, Kansas	Wichita, Kansas
ncsuvx	North Carolina State University Comp	Raleigh, NC
ndmath	Notre Dame University, Math Dept.	Notre Dame, IN
ndsuvax	North Dakota State University, Depar	Fargo, ND
nebulus	Alchemy Mindworks	Canada
necis	NEC Information Systems	Boxborough, MA
necntc	NEC Electronics Inc.	Natick, MA
necsun	NEC America San Jose	San Jose, CA
neda	Tele-Voice	Bellevue, WA
neoucom	Northeastern Ohio Universities Colle	Rootstown, Ohio
nessus	Shockwave Engineering	Santa Barbara, CA
netcom	Netcom - Online Communication Servic	San Jose, CA
netcomsv	Netcom - Online Communication Servic	San Jose, CA
netcon	Santa Monica College, Telecommunicat	Santa Monica, CA
netdev	Communication Systems Research	Dallas, Texas
netex	NetExpress Communications, Inc.	Vienna, Virginia
neti1	NETI, Inc.	Michigan
neti2	NETI, Inc.	Michigan
netmbx	netmbx Berlin	Germany
netsys	Netsys,Inc.	Chicago, Illinois
netxcom	NetExpress Communications, Inc	Vienna, Virginia
news	NASA Ames Research Center	Moffett Field, CA
next	NeXT, Inc.	Fremont, CA
nicmad	Nicolet Instrument Corp.	Madison, Wisconsin
ninja	db Systems	Ft Worth, Texas
nirvo	Nirvonics, Inc.	Plainfield, NJ
njin	Rutgers - The State University of Ne	Piscataway, NJ
njsmu	NJ State Medical Underwriters, Inc.	Lawrenceville, NJ
nli	Natural Language, Inc.	Berkeley, CA
nmrdc1	Naval Medical Research & Development	Bethesda, MD
noao	National Optical Astronomy Observato	Tucson, Arizona
node	McClary Associates	Palo Alto, CA
noe	Noe Systems, San Francisco	San Francisco, CA
noether	Institute for Theoretical Physics,	SUNY at Stony Broo
nominil	Lonesome Dove Computing Services	Austin, Texas
norvac	Norvac Electronics, Inc., Beaverton,	Oregon
nosc	Naval Ocean Systems Center	San Diego, CA
nosun	Sun Microsystems, Portland Oregon	Oregon
novatel	NovAtel Communications Ltd.	Alberta
novavax	Nova University	Fort Lauderdale FL
now	Now Communications	Canada
noweh	Noweh Software	Ontario
npal	Pal Network Services	New Palestine, IN
npiatl	Network Publications, Incorporated	Lawrenceville, GA
nrcvax	Network Research Corp.	Oxnard, California
ns	Network Systems Corporation	Minnesota
nshore	Nshore Salvage and Hacking	Ohio
nsq	no organization	Mississauga Ontari
nstar	Gator Communications	South Bend, IN
ntg	New Technologies Group, Inc.	Palo Alto, CA
ntrlink	Interlink Computer Sciences, Inc.	Fremont, CA
ntvax	University of North Texas	Denton, Texas
nuchat	South Coast Computing Services, Inc.	Texas
nucleus	The Nucleus	Clarkston, MI
nuconvex	CONnecticut Valley Electric eXchange	Southington, CT
nucsrl	Northwestern University	Evanston, Illinois
null	U S WEST Communications	Omaha, Nebraska
nusdecs	National University	San Diego, CA
nusdhub	National University	San Diego, CA
nusjecs	National University, San Jose Campus	San Jose, CA
nuustak	CSIR Centre for Advanced Computing	South Africa ???
nwnexus	Northwest Nexus Inc.	Bothell, WA
nwsp	NorthWest Software Partners, Inc.	Portland, Oregon
nyit	NYIT Computer Graphics Laboratory	New York
nyser	New York State Education and Researc	New York
nyx	U. of Denver, Dept. of Math and Comp	Denver, Colorado
oakhill	Motorola	Austin, Texas
obdient	Obedient Software Corporation	Wheaton, Illinois
ocpt	CONCURRENT COMPUTER CORP, I.S. Dept.	mailstop
ocsqnt	Sequent Computer Systems - Field Sal	Costa Mesa, CA
oct1	Open Computer Technology (Pty) Ltd	South Africa
octela	Octel Communications Inc.	Milpitas, CA
octopus	Octopus Enterprises	Cupertino, CA
oddjob	University of Chicago	Chicago, Illinois
odgate	Odesta Corporation	Northbrook, IL
odyssee	Odyssee Recherches Appliquees inc.	Canada
oetl	Lockheed Missiles & Space Co.	Santa Cruz, CA
ogccse	Oregon Graduate Center, Dept. of Com	Beaverton, Oregon
ogicse	Oregon Graduate Institute, Dept. of	Beaverton, Oregon
ohio	Thomas Bros. Maps	Irvine, California
ohsu	The Oregon Health Sciences Universit	Oregon
ohsu-hcx	The Oregon Health Sciences Universit	Oregon
oink	Random Prime Research Institute	USA
okstate	Oklahoma State University, Dept. of	Stillwater, OK
ole	Cascade Design Automation Corporatio	Bellevue, WA
oli-stl	Olivetti Software Technology Laborat	Menlo Park, CA
oliveb	Olivetti Advanced Technology Center	Cupertino, CA
ollie	UCLA School of Engineering and Appli	Los Angeles, CA
olsa99	Olivetti Systems and Networks - Afri	South Africa
omen	Omen Technology Inc	Portland, Oregon
onfcanim	National Film Board of Canada/Office	Canada
ontenv	Ontario Ministry of the Environment	Canada
ontmoh	Ontario Ministry of Health	Canada
opac	Oregon State Library	Salem, Oregon
opel	Second Source, Inc.	Annapolis, MD
opsarg	Pan American Health Organization	Argentina
optigfx	Optigraphics Corporation	San Diego, CA
optilink	DSC Communications / Optilink	Petaluma, CA
optima	Optimage Interactive Services	USA
opusys	Opus Systems, Inc.	Cupertino, CA
ora	O'Reilly & Associates, Inc.	Cambridge, MA
oracle	Oracle Corporation	Belmont, CA
orage	Ripley Computing/Consulting Services	Hancock, Michigan
orc	Olivetti Advanced Systems	Cupertino, CA
oresoft	Oregon Software, Inc.	Portland, Oregon
orstcs	Computer Science Dept, Oregon State	Corvallis, Oregon
orstext	Oregon State University Extension Se	Corvallis, Oregon
orstnews	Oregon State University, Computing	Corvallis, Oregon
orville	Orville's Aircraft Factory	Westlake Village C
oryxmv6	Oryx Energy Company	Dallas, Texas
osc	Versant Object Technology	Menlo Park, CA
osiris	The Johns Hopkins Hospital	Baltimore, MD
otishq	American Automobile Association, Wor	Falls Church, VA
otto	Las Vegas Sun Newspaper	Nevada
oxtrap	Ocwen Trading, Inc.	Ann Arbor, MI
oxy	Occidental College Computer Center	Los Angeles, CA
pacbell	Pacific Bell	San Ramon, CA
pacer	Pacer Corporation	Bothell, WA
palan	Palantir Systems, Inc.	Pinellas Park, FL
palladium	Epoch Systems	Marlboro, MA
pallio	Gurus Anonymous	San Francisco, CA
pan	Adasoft AG, Bahnhofstrasse 728, 4622	Switzerland
panda	Verilink Corporation	San Jose, CA
pandora	Dallas Area NeXT Group (DaNG)	Texas
paninfo	Paninfo AG	Schwerzenbach
panix	PANIX Public Access Unix Systems of	Brooklyn, New York
paomail	Micro Focus Inc.	Palo Alto, CA
paperboy	Motorola Microcomputer Group	Tempe, Arizona
paradigm	Paradigm Associates Inc.	Cambridge, MA
parallax	Parallax Graphics Inc	Santa Clara, CA
parcplace	ParcPlace Systems, Inc.	Mountain View, CA
parkridge	Parkridge Computer Systems Inc.	Oakville
parsely	The Affiliates' Complex	Portland, Oregon
parvenu	Microport SysV 386 3.0e	St Paul, Minnesota
pbs	Public Broadcasting Service	Alexandria, VA
pbsi	Phone Base Systems, Inc.	Vienna, Virginia
pca54	Individual	El Segundo, CA
pdaeng	PDA Engineering	Costa Mesa, CA
pdi	Photon Dynamics	San Jose
pdn	AT&T Paradyne	Florida
pdxgate	Portland State Univ, Computer Scienc	Portland, Oregon
pecnos	Concurrent Computer Corporation, OS	Tinton Falls, NJ
pedsga	Concurrent Computer Corporation, SQA	Tinton Falls, NJ
pedsgd	Perkin-Elmer	Tinton Falls, NJ
pegasus	Pegasus Information Systems	Honolulu, Hawaii
pencom	Pencom Systems, Inc.	New York, New York
pensoft	Pencom Software Inc.	Austin, Texas
peora	Concurrent Computer Corporation	Orlando, Florida
percival	Percy's UNIX, Portland	Portland, Oregon
percy	Percy's UNIX, Portland	Portland, Oregon
peregrine	Peregrine Systems, Inc.	Carlsbad, CA
perle	Perle Systems Limited	Canada
perot	Perot Systems Corporation	Troy, Michigan
petf1	Concurrent Computer Corporation, Mar	Tinton Falls, NJ
petro	G.M. Andreen & Associates, Inc.	Texas
petsd	Concurrent Computer Corporation, Sof	Tinton Falls, NJ
pgt1	Princeton Gamma-Tech, Inc.	Princeton, NJ
philabs	Philips Laboratories, North American	New York
philmtl	Philips Electronics Limited	St Laurent, QC
phlpa	Ians Playhouse	Phila, PA
photon	Photon Research Associates, Inc.	San Diego, CA
phri	Public Health Research Institute	New York
phw5	Pipeline Associates, Inc.	Lake Hiawatha, NJ
piddle	Stephen Dampier	N C
pikes	University of Colorado at Denver	Colorado
pilatus	Institut fuer Integrierte Systeme,	Switzerland
pilchuck	Data I/O Corporation	Redmond, WA
pilot	The Pilot House	CA, California
pipeline	Pipeline Associates, Inc.	West Orange, NJ
pitt	University of Pittsburgh, Computer	Pittsburgh, PA
pixar	Pixar	Richmond, CA
pixel	Pixel Point Computers Inc.	Alberta
piziali	Pizialis	Texas
pjetech	Paul Jones Enterprises	Marlton, NJ
plains	North Dakota Higher Education Comput	Fargo, ND
plato	Aratar (Software Consulting)	San Francisco, CA
plseca	Control Data Corporation	Pleasanton, CA
plus5	PFCS Corporation	Manchester, MO
pmafire	Westinghouse Idaho Nuclear Co., Inc.	Idaho Falls, Idaho
pochoclo	Ministerio de Relaciones Exteriores	ARGENTINA
polari	Seattle Online	Seattle, WA
polarsun	Technetics Corporation / Information	New York
polarvax	Technetics Corporation / Information	New York
pollux	Department of Electical Engineering	Dallas, Texas
polstra	John D. Polstra & Co., Inc.	Seattle, WA
polygen	Polygen Corporation	Waltham, MA
polyof	Polytechnic University, Farmingdale	Farmingdale, NY
polyslo	California Polytechnic State Univers	San Luis Obispo CA
portal	Portal Communications Company	Cupertino, CA
poseur	Sun Microsystems, Inc.	USA
pporta	Romed Research	th Place Tulsa, OK
practic	Practical Computing Inc.	Sunnyvale, CA
prairie	Prairie Computing	Madison, Wisconsin
prapc2	Paul Raulerson & Associates	Norristown, PA
prcrs	Planning Research Corporation, Realt	McLean, Virginia
premise	Premise, Inc.	Cambridge, MA
presby	Presbyterian-Univ. of Pennsylvania	Philadelphia, PA
pri	P. Ruggieri, Inc.	USA
pride386	Pride Plastics	Beuna Park, CA
primerd	Prime Computer, Inc.	Framingham, MA
prlb2	Philips Research Laboratory Brussels	Belgium
problem	General Techniques Computer Systems	Ontario
procase	PROCASE Corporation	Santa Clara, CA
prometheus	Prometheus II, Ltd.	College Park, MD
proto	Prototronics	Sandpoint, Idaho
protocol	Protocol Systems, Inc.	Beaverton Oregon
provar	KW Networks	Ontario
prowest	Professional Press - West Coast Offi	Pasadena, CA
proxima	The People's Democratic Anarchy	South Africa
psivax	Pacesetter Systems Inc., A Siemens	Sylmar, California
psu-cs	Portland State University, Departmen	Portland, Oregon
psueea	Portland State University, Departmen	Portland, Oregon
psuhcx	The Pennsylvania State University En	University Park PA
psuvax1	Penn State University, Computer Scie	University Park PA
pte	Precise Technology & Electronics	Warren, Michigan
ptlwest	Phoenix Technologies, Ltd.	Scotts Valley, CA
puck	Moonlight Systems	Concord, MA
puff	University of Wisconsin, Computer Sc	Madison, Wisconsin
puivax	Philips Ultrasound International	California
pur-ee	Purdue University, Electrical Engine	W Lafayette, IN
pur-phy	Purdue University, Physics Dept.	W Lafayette, IN
purdue	Purdue University, Dept. of Computer	W Lafayette, IN
pwcs	City of St. Paul Public Works Comput	Saint Paul, MN
pyramid	Pyramid Technology Corporation	San Jose, CA
pyrchi	Pyramid Technology Corp. - Central	Des Plaines, IL
pyrdc	Pyramid Technology Corp., Washington	Vienna, Virginia
pyrnj	Pyramid Technology Corporation	Woodbridge, NJ
pyrtech	Pyramid Technology Corporation, Remo	Mountain View, CA
pyrtor	Pyramid Technology Canada	ONT
pzbaum	Perfecto Zissbaum	Portland, Oregon
qantel	MDS Qantel Corp.	Hayward, CA
qcc-hal	QCC Communications Corporation	Canada
qcdev	Tandy Electronics, National Parts Di	Fort Worth, Texas
qetzal	The WhiteStar Corporation	Englewood, CO
qiclab	SCN Research/QIC Laboratories of Tig	Tigard Oregon
qii	Quality Institute International, Inc	St Paul, Minnesota
qmet	Qualimetrics, Incorporated	Sacramento, CA
qnorth	Quadratron Canada Inc.	Quebec
qsp	Quality Software Products	Culver City, CA
qst1	Quality Software Tools	Costa Mesa, CA
qtc	Quantitative Technology Corporation	Oregon
quack	The Duck Pond (public access unix)	Santa Clara, CA
quad1	Quadratron Systems Inc.	California
quagga	Rhodes University Computing Centre	South Africa
questar	Questar Data Systems	Eagan, Minnesota
quintro	Quintron Corporation	Quincy, Illinois
quintus	Quintus Computer Systems	Mountain View, CA
r-node	R-Node Public Access UNIX System	Ontario
r2	R2 Computer Consultants	Ontario
racerx	Bridge Information Systems, Inc.	St Louis, Missouri
radar	Nashville Macintosh User's Group	US Mail
radix	Radix MicroSystems, Inc.	Beaverton, Oregon
raider	RaiderNet Public Access	Murfreesboro, TN
rainbow	Individual	San Francisco, CA
ralmar	Ralmar Business Systems	San Jose, CA
rama	Harris Scientific Calculations Inc.,	New York
ramoth	Encore Computer Corporation	New York
randvax	The RAND Corporation	Santa Monica, CA
raven	eklektix	Boulder, Colorado
ray	Raymond Schafer Associates	Lorena, Texas
raybed2	Raytheon Company, Missile Systems Di	Tewksbury, MA
rayssd	Raytheon Company	Portsmouth, RI
rb-dc1	Gould, Computer Systems Division	San Diego, CA
rbdc	Red Barn Data Center	Salem, NC
rcf	not much	Dublin, California
rcorsa	RCO Consultants	Canada
rdlvax	Research Development Laboratories	Culver City, CA
rducky	Technical Solutions	Arroyo Grande, CA
reason	Technetics Corporation	Riverdale, NY
rebel	Forte Technologies - Atlanta	Berkeley Lake, GA
redpoll	Bug & DNA Labs Annex (aka Home)	Munroe Falls, Ohio
redsox	The Boston Software Works, Inc.	Boston, MA
redsun	Research and Evaluation - Portland	Oregon
redvax	D. Hugh Redelmeier	CANADA
redwood	Rob Warnock, Systems Architect	San Mateo, CA
reed	Reed College	Portland, Oregon
reel	Sceptre Corporation	Ann Arbor, MI
regina	University of Regina, Computing Serv	Regina, SK
rehab1	Reading Rehabilitation Hospital	Reading, PA
rei2	Recognition Equipment Inc.	Dallas, Texas
rel	UUCP Mapping Project, Michigan Coord	Farmington, MI
relay	Hewlett-Packard Company	Palo Alto, CA
rencon	Tudor Consulting	Fremont, CA
reo	Colorado Wing, Civil Air Patrol	Colorado
research	AT&T Bell Labs	Murray Hill, NJ
retix	Retix, Santa Monica	Santa Monica, CA
rex	Tulane University, Dept. of Computer	New Orleans, LA
riacs	Research Institute for Advanced Comp	Moffett Field, CA
richsun	Rich Inc.	Oakbrook, Illinois
rit	Rochester Institute of Technology	Rochester, NY
ritcsh	Computer Science House @ Rochester	Rochester, NY
rlgvax	Computer Consoles, Inc., Office Syst	Reston, Virginia
rmkhome	The Man With Ten Cats	Framingham, MA
rna	Rockefeller University, Department	New York, New York
robechq	Robec, Inc.	Horsham, PA
robohack	Elegant Communications Inc. & UniFor	Canada
rochester	University of Rochester, Dept. of Co	Rochester, NY
rocksanne	Xerox/Webster	Webster N Y
romed	MicroAge Technical Marketing	Tempe, Arizona
ronin	Ronin House, Publishing	Peterborough, NH
rosevax	Rosemount Inc.	Eden Prairie, MN
royaljok	The Joker's Wild	Indianapolis, IN
royko	Chicago Software Works	Cary, Illinois
rphroy	Physics Department, General Motors	Michigan
rpmc	Resources Property Management Corp.	New York, New York
rpp386	D/B/A River Parishes Programming	Dallas, Texas
rsf	Radio Shack Franchise Division	Ft Worth, Texas
rt1	N4, Los Alamos National Laboratory	Los Alamos, NM
rtech	Relational Technology, Inc.	Alameda, CA
rti	Research Triangle Institute	Research Triangle
rwing	Highly Unlikely	Seattle, WA
rwj	The Robert Wood Johnson Foundation	Princeton, NJ
rwmke	River West	Wisconsin
rwsys	R/W Systems - Fine purveyors of cust	Richland Hills, TX
ryescs	School of Computer Science, Ryerson	Canada
ryesone	School of Computer Science, Ryerson	Canada
ryptyde	Ryptyde TimeSharing/SWATSCOLPAC	Coronado, CA
s3ridge	S-Cubed	San Diego, CA
s3sun	S-Cubed	San Diego, CA
s4mjs	Home machine	Plainfield, NJ
s5	Morgan Stanley & Co., Inc.	NY, New York
s5000	UNISYS - Open Software Products	St Paul, Minnesota
sactoh0	Sacramento Public Access UNIX	Sacramento, CA
safari	Safari Time Labs	Oregon
sagepub	Sage Publications, Inc.	Newbury Park, CA
sal	TurboCit Salamandria at Richardson,	Richardson, Texas
sam	DAVID Systems, Inc.	Sunnyvale, CA
samsung	Samsung Software America, Inc.	Andover, MA
sarge	Verdix Corporation, Corporate Headqu	Chantilly, VA
sat	SAT Corporation	Sunnyvale, CA
satco	Saturday Company	Waterbury, Vermont
savax	Lockheed Sanders, Inc.	Nashua, NH
saylor	Saylors Software First	Eden Prairie, MN
sbanet	Santa Barbara Area Network (SBANET)	Carpinteria, CA
sbcs	State University of New York at Ston	Stony Brook, NY
sbsvax	Universitaet des Saarlandes, FB Info	Germany
sbuf01	St. Barnabas Church	Depew, New York
sbuf02	St. Mary of the Assumption	Lancaster, NY
sbuf03	Nativity of Our Lord	Orchard Park, NY
sbuf04	St. Amelia Parish	Tonawanda, NY
sbuf05	Our Lady Help of Christians	Cheektowaga, NY
sc50	Unisys Canada Customer Support Cente	Canada
scampi	Systems Control	Palo Alto, CA
scbhq	South Central Bell	Birmingham, AL
sceard	Sceard Systems, Inc.	Vista, California
scenic	ScenicSoft, Inc.	Edmonds, WA
sci	Silicon Compiler Systems Corporation	San Jose, CA
sci34hub	SCI Systems, Inc.	Huntsville, AL
scicom	Alpha Communications Development Cor	Colo
sclcig	Southam Communications Limited (CNS)	Ontario
scubed	S-Cubed	San Diego, CA
sda	SDA Systems, San Jose	San Jose, CA
sdamos	Univ. of California, San Diego, Phon	La Jolla, CA
sdchem	Univ. of California, San Diego, Dept	La Jolla, CA
sdcrsi	Cray Research Superservers Inc., San	San Diego, CA
sdcsvax	University of California at San Dieg	La Jolla, CA
sdf	sdf Public Access UNIX, Dallas	Lewisville, Texas
sdgsun	SDG Division of SAIC Comsystems	Winter Park, FL
sdiego	Harris Computer Systems	San Diego, CA
sdp	Intel Corporation, OMSO Software Eng	Hillsboro, Oregon
sdrc	Structural Dynamics Research Corpora	Milford, Ohio
sdsioa	Univ. of Calif, San Diego, Scripps	La Jolla, CA
sdsu	San Diego State University	S D, California
sdti	Software Development Technologies,	Sudbury, MA
seac	SEAC Software Engineering, Inc.	Canada
seaside	Sunset Pacific Datacomm	Santa Monica, CA
secyt	Secretaria de Estado de Ciencia y Te	Argentina
seer	Brad Lanam Walnut Creek	California
sei	Carnegie-Mellon University - Softwar	Pittsburgh, PA
seila	SEI Information Technology, Los Ange	Los Angeles, CA
sendai	Digital Works Ltd.	Ann Arbor, MI
seq	Univ. of North Carolina at Wilmingto	North Carolina
serene	RF Engineering	Del Mar, CA
servio	Servio Corporation	Beaverton, Oregon
sgi	Silicon Graphics Computer Systems	Mountain View, CA
sgihbtn	Sierra Geophysics, Inc.	Kirkland, WA
shade	Ripley Computing/Consulting Services	Hancock, Michigan
shadow	Control Data Corporation	Atlanta, Georgia
shakti	National Centre for Software Technol	INDIA
shamash	Control Data Corporation, Computer	Arden Hills, MN
sharkey	Research Systems, ITD, The Universit	Ann Arbor, MI
shell	Shell Oil Co.	Houston, Texas
shower	Warm Fuzzies	Portland, Oregon
shuksan	Man Machine Systems Technology	Seattle, WA
shyoon	Digital Innovations, Inc.	Chelmsford, MA
sialis	Southern Minnesota Wing Confederate	Minneapolis, MN
sickkids	Hospital for Sick Children, Research	Canada
sid3b2	University of Miami - Dept. of Engin	Coral Gables, FL
sid3b2b	University of Miami - Dept. of Engin	Coral Gables, FL
siemens	Siemens Corporate Research and Techn	Princeton, NJ
sigma	Summation Inc.	Kirkland, WA
sigmast	Sigma Systems Technology, Inc.	Buffalo, New York
sii	Software Innovations, Inc.	NH USA
siia	Software Innovations, Inc.	NH USA
simpact	Simpact Associates	San Diego, CA
sinix	Siemens AG Muenchen, DI ST SP 4, DI	Germany
sinkhole	University of North Florida, Computi	Jacksonville, FL
sir-alan	Bloomington Public Access UNIX	Bloomington, IN
sis	Sheridan College	Canada
siswat	Photon Graphics, Inc.	Houston, Texas
sivs	State IV Software	Orange, California
sjsca4	Schlumberger Technologies, ATE Divis	San Jose, CA
sjsumcs	San Jose State University, Math & Co	San Jose, CA
