3comvax	3Com Corporation	Santa Clara, CA
sjuphil	Saint Joseph's University, Academic	Philadelphia, PA
sjuvax	Saint Joseph's University, Academic	Philadelphia, PA
ska	Dan Keller Technical Services	U S A
skeeve	Arnold Robbins' home computer	Atlanta, Georgia
skill	Computer Skills	Euless, Texas
skivs	Smith-Kettlewell Eye Research Instit	San Francisco, CA
skypod	Skypod Communications Inc.	Ontario
skywest	Sky Computers, Inc. (Western Region)	Irvine, California
slammer	Just me & my computers	Norcross, Georgia
sli	Software Leverage, Inc.	Arlington, MA
slu70	St. Louis University, Earth and Atmo	St Louis, Missouri
slug	Applied Physics Laboratory, Universi	Seattle, WA
slustl	St. Louis University, Earth and Atmo	St Louis, Missouri
smeagol	Jet Propulsion Laboratory, Flight Co	Pasadena, CA
smersh	Bio-Rad, Inc.	Somerville, MA
smke03	St. John Vianney Parish	WI _____
smop	AID Computers	FRANCE
smsdpg	SMS Data Products Group, Inc.	Reston, Virginia
smu	Southern Methodist University, Dept	Dallas, Texas
snark	Thyrsus Enterprises	South Warren Avenu
sneaky	Gordon L. Burditt	Benbrook, Texas
snidely	PMD Resources	Westlake Village C
snitor	Siemens Nixdorf Information Systems	Ontario
sobeco	Sobeco Group inc. (Montreal)	Canada
softest	SofTest, Inc.	Woodland Hills, CA
soil	Princeton University Civil Engineeri	Princeton, NJ
sol	Vista Technologies	Schaumburg, IL
soledad	Systems Engineering Associates	San Diego, CA
soma	Neurophysiology Laboratory, Neurolog	Texas
sonyd1	Sony Business and Professional Group	Montvale, NJ
sonyusa	Sony Microsystems Corp.	San Jose, CA
sorak	Korea Advanced Institute of Science	Republic of Korea
sorl01	St James Cathedral Parish	Orlando, Florida
soul	Ampex Video Systems Corporation, Col	Colorado
sp7040	Unisys	Salt Lake City, UT
spatial	Spatial Technology, Inc.	Boulder, Colorado
spca6	U.S. Court of Appeals for the Sixth	Cincinnati, Ohio
spdcc	S.P. Dyer Computer Consulting	Cambridge, MA
spdyne	Spectradyne, Inc.	Richardson, Texas
spencer	Spencer's Crib (home system)	Ann Arbor, MI
sphinx	University of Chicago Computation Ce	RM
sphl01	Holmesburg Baptist Church	Phila, PA
sphl02	St Cecilia RC Church	Phila, PA
sphl03	Queen of Peace Church	Ardsley, PA
sphl04	St. Albert The Great Church	Huntingdon Valley
spies	Spies in the Wire, PUBLIC ACCESS UNI	Cupertino, CA
spiff	Management Information Consulting,	Arlington, VA
spirit	Grandville Assembly of God	Grandville, MI
spked	US Army Corps of Engineers, Sacramen	Sacramento, CA
spl1	The Software Public Library, Inc.	Chicago, Illinois
splut	Confederate Microsystems	League City, Texas
spock	Choate Rosemary Hall	Connecticut
spool	Marquette University	Wisconsin
spsd	Data General Corporation	Irvine, California
spt	The Entity	Cambridge, MA
spudnut	MicroAge HQ Technical Services	Tempe, Arizona
spycal	UNISYS, Calgary, Alberta, Canada	Alberta
srcsip	Honeywell Inc. Systems & Research Ce	MPLS, Minnesota
srea01	N.D. of Bethlehem	Bethlehem, PA
srea02	St. John the Baptist	Allentown, PA
srea03	St. Catharine of Siena	Reading, PA
srea04	St. Jane Fances Dechantel	Easton, PA
srea05	Our Lady of Mt Carmel	Doylestown, PA
srea06	St. Joseph the Worker	Orefield, PA
srea07	St. Anthony of Padua	Easton, PA
srea08	St. Thomas More	Allentown, PA
srea09	Immaculate Conception	Allentown, PA
srea10	St. Columbkill Parish	Boyertown, PA
srhqla	SilentRadio HeadQuarters, Los Angele	Chatsworth, CA
sri-unix	SRI International	Menlo Park, CA
ssbell	Sterling Software, FSG/IMD	Bellevue, Nebraska
ssbn	W.L. Kennedy Jr. & Associates	Texas
ssc	Specialized Systems Consultants, Inc	Seattle, WA
ssc-vax	Software Support Center	Seattle, WA
ssfo01	Good Shepherd	Pacifica, CA
ssi	Supercomputer Systems, Inc.	Eau Claire, WI
ssi3b1	Scientific Systems	Woburn, MA
ssui01	St Mary Church	Vacaville, CA
stag	Mindtools ST Access Group	Plymouth, MN
starfire	Starfire Consulting Services	Minneapolis, MN
starnet	Starnet Connections	Los Altos, CA
starnine	StarNine Technologies, Inc.	Berkeley, CA
statsci	Statistical Sciences Inc.	Seattle, WA
stb	The Serial Tree Board	Santa Monica, CA
stcvax	Storage Technology Corp.	Louisville, CO
stdoil	Standard Oil Production Company	Dallas Texas
stech	Scholastech telecommunications	Waltham, MA
steggie	BLT Enterprises	Mountain View, CA
stellar	Stellar Computer	Newton, MA
step	Step Engineering	Sunnyvale, CA
stephsf	Stephen Software Systems, Inc.	Tacoma, Washington
stiatl	Sales Technologies	Atlanta, Georgia
stmvax	Satellite Technology Management, Inc	Torrance, CA
stonewr	StoneWare	no mailing address
stpl	Institute for Space and Terrestrial	CANADA
stratsft	Strategic Software	Redford, Michigan
stratus	Stratus Western Development Center	San Jose, CA
stre01	Our Lady of Good Counsel	Moorestown, NJ
sts	Semiconductor Test Solutions	Santa Clara, CA
style	Style Us	Canada
sugar	Neosoft	Missouri City, TX
sun	Sun Microsystems Inc.	Mountain View, CA
sunarch	Sun Microsystems	Saint Louis, MO
sunatl	Sun Microsystems, Inc.	Atlanta, Georgia
sunbim	Belgian Institute of Management	Belgium
sunbird	Sun Microsystems Inc.	Suite
sunburn	Sun Microsystems, Phoenix Sales Offi	Phoenix, Arizona
sundc	Sun Microsystems, Inc.	Vienna, Virginia
suneast	Sun Microsystems Inc. - East Coast	Billerica, MA
suned1	USNSWSES NAVSEA Navy	Port Hueneme, CA
sunkist	Sun Microsystems Inc.	Irvine, California
sunloop	Sun Microsystems, Inc.	Chicago, Illinois
sunne	Sun Microsystems, New England Sales	Lexington, MA
sunpeaks	Sun Microsystems, Inc.	Englewood, CO
sunrise	Sun Microsystems, NJ District Office	Saddle Brook, NJ
sunrock	Sun Microsystems, Inc.	Fairport, New York
suntalk	Sun Microsystems of Canada, Inc.	Ontario
suntan	Sun Microsystems, San Diego District	San Diego, CA
suntri	Sun Microsystems North Carolina Sale	Cary, NC
sunvalley	Sun Microsystems, Utah Sales & Suppo	Salt Lake City, UT
sunybcs	State University of New York at Buff	Amherst, New York
super	The Supercomputing Research Center	Bowie, MD
surfsoft	Surf Software	Santa Cruz, CA
sw1a7	Southwestern Bell Telephone Co.	St Louis, Missouri
swamps	Swamp Systems	Churchville, NY
swatsun	Swarthmore College Computer Science	Swarthmore, PA
swbatl	Southwestern Bell Telephone Co., Adv	St Louis, Missouri
swlabs	Software Labs, Ltd.	Easton, CT
swri14be	Southwest Research Institute, Depart	Texas
swrinde	Southwest Research Institute	Texas
swsrv1	Software Services - Consulting/Contr	Garland, Texas
sx1100	UNISYS - Product & Technology Operat	St Paul, Minnesota
sybase	Sybase, Inc.	Emeryville, CA
sylvan	Unisys Incorporated	Eagan, Minnesota
synchro	SynchroSystems	Cambridge, MA
synergy	Synergy Microsystems, Inc.	Encinitas, CA
synopsys	Synopsys Inc.	Mountain View, CA
syntllct	Syntellect Inc.	Phoenix, Arizona
sysadm	/sys/admin, Inc.	Los Gatos, CA
sysadmin	/sys/admin, inc.	San Jose, CA
sysger	Tandy Research & Development	Fort Worth, Texas
tahoe	University of Nevada Reno, Mathemati	Nevada
tahoma	Boeing Commercial Airplane Co., Seat	Seattle, WA
tai	Amalgamated Spleen	Chicago, Illinois
talaris	Talaris Systems Inc.	San Diego, CA
tandem	Tandem Computers, Inc.	Cupertino, CA
taniwha	Taniwha Systems Design	Berkeley, CA
tao	Gary Kline	Chippewa Falls, WI
tapa	Pata Consulting	Wheeling, Illinois
tarkus	Tarkus - Calumet City, IL.	Calumet City, IL
tarpit	Automation Intelligence, Inc.	Maitland, Florida
tate	Ashton-Tate	San Jose, CA
tau-ceti	ISC - Bunker Ramo	Liberty Lake, WA
tbomb	ICE Engineering, Inc.	Whitmore Lake, MI
tci	Technology Concepts Inc., A Bell Atl	Sudbury, MA
tcsc3b2	The Computer Solution Company, Inc.	Midlothian, VA
tct	T C Telemanagement, Inc.	Clearwater, FL
td2cad	Intel Corporation, MGTS	Santa Clara, CA
tdat	Teradata Corporation	El Segundo, CA
tdmecr	Tandem Computers	Northville, MI
tdmfed	Tandem Computers	Reston, Virginia
tdmnj	Tandem Computers, Inc.	Hasbrouck Heights
tdmuscs2	Tandem Computers (ICON)	Austin, Texas
teaser	France-Teaser S.A.R.L.	SEVRES France
techbook	Techbooks of Beaverton Oregon	Beaverton Oregon
technix	Technix, Inc.	St Paul, Minnesota
techsup	Tandy/Radio Shack Technical Support	Ft Worth, Texas
teda	Teradyne EDA, Inc.	Santa Clara, CA
teemc	TMC & Associates	Troy, Michigan
tegra	Tegra-Varityper, Inc.	Billerica, MA
tekbspa	Teknekron Software Systems	Palo Alto, CA
tektronix	Tektronix, Inc.	Beaverton, Oregon
telcom	Tele-Communications Advisors	New Jersey
telcomm	Telcomm Engineering	Westminster, CA
telebit	Telebit Corporation	Sunnyvale, CA
telesci	Telesciences CO Systems, Inc.	Moorestown, NJ
telesoft	TeleSoft	San Diego, CA
telesys	TeleSys Development Systems	Mesa, Arizona
telly	Sound Software Ltd.	Canada
temvax	Institute for Survey Research, TEMPL	Philadelphia, PA
terminator	Computing Center, The University of	Ann Arbor, MI
terrapn	Terrapin Associates	Ridgefield, CT
tessi	Test Systems Strategies, Inc.	Beaverton, Oregon
texbell	Southwestern Bell Corporation	Texas
textware	Textware Intl.	Cambridge, MA
tfd	Twenty First Designs	Midway Islands
tfpbbs	The Floating Point Bulletin Board Sy	France
tgate	TransGate, Inc.	Irvine, California
tgs	Template Graphics Software, Inc	San Diego, CA
thehulk	Doyle Munroe Consultants, Inc.	Hudson, MA
theseas	National Technical University of Ath	GREECE
think	Thinking Machines Corporation	Cambridge, MA
thirdi	Third Eye Software, Inc.	Menlo Park, CA
thnkpos	EPH Information Systems	San Antonio, Texas
ti-csl	Texas Instruments	Dallas, Texas
tiamat	Ahlstrom Filtration, Inc.	Chattanooga, TN
tinton	Concurrent Computer Corporation, Gen	Tinton Falls, NJ
titn	TITN Inc.	Hayward, CA
tlc	Total Logic Corportation	San Jose, CA
tls	Thought Link Systems	Canada
tlxprs	Telexpress Incorporated	Willingboro, NJ
tmpmbx	netmbx Berlin	W Germany
tmsoft	TM Software Associates Inc., Toronto	Canada
tokugowa	DJINNI Software Development	Rochester, NY
tolerant	Tolerant Systems Inc.	San Jose, CA
torag	Torag Communication Systems	Canada
torsqnt	Sequent Computer Systems (Canada) Lt	Canada
toto	Grantville Associates	San Diego, CA
tots	Logicon, Inc., Tactical & Training	San Diego, CA
towers	Twin Towers	Indianapolis, IN
trac2000	United Engineers & Constructors - Ca	Philadelphia, PA
tredysvr	Unisys Corporation, Tredyffrin	Paoli, PA
tricom	TRICOM of Milwaukee	Park Plaza
tridom	AT&T Tridom	USA
trigraph	Trigraph Inc.	Canada
trilby	General Motors Research Trilby	Troy, Michigan
trillium	University of Texas at Austin	Department of Bota
trinet	General Techniques Computer Systems	Ontario
trixie	Gould Inc., Computer Systems Divisio	Bedford, NH
tron	Westinghouse Electronic Systems Grou	Baltimore, MD
tronsbox	Xanadu Enterprises, Inc.	Kearny, New Jersey
tropix	G.C.A. Corporation, Tropel Division	Fairport, New York
trotter	United States Military Academy, West	West Point, NY
trsvax	Tandy Electronics	Ft Worth, Texas
trwind	TRW Information Networks Division	Torrance, CA
trwrb	TRW Electronics and Defense Sector	Redondo Beach, CA
trwrc	TRW Military Electronics and Avionic	San Diego, CA
trwspp	TRW, Inc.	Redondo Beach, CA
trystro	Trystero System	Somerville, MA
tscs	Total Support Computer Systems	Florida
tsdiag	CONCURRENT COMPUTER CORP, Technical	mailstop
tsltor	Teleride Sage Limited	Ontario
tslwat	Teleride Sage Limited	Waterloo, Ontario
ttidca	Citicorp/TTI	Santa Monica, CA
ttisms	Touch Technologies	San Diego, CA
tts	Think Tank Software	Downey, California
ttsi	Tandem Telecommunications Systems In	Plano, Texas
tub	TU Berlin, Institut f. Kommunikation	Germany
tulsix	$USR Association Mail & News Hub	Tulsa, Oklahoma
tumuc	TU Muenchen, Lehrstuhl fuer Rechnerg	W Germany
tundra	Sun Microsystems - Bloomington	Bloomington, MN
turtlevax	CIMLINC, Inc.	Menlo Park, CA
tusun2	University of Tulsa, Department of	Tulsa, Oklahoma
tvcent	TVC Enterpises	Canada
twinsun	Twin Sun, Inc.	El Segundo, CA
twwells	T. William Wells	Mt Laurel, NJ
txsil	Summer Institute of Linguistics	Dallas Texas
tygra	Detroit Direct Marketing, Inc.	Clinton TWP, MI
tymix	BT Tymnet, Inc.	San Jose, CA
u36	Unit 36 Research	Canada
uahcs1	University Of Alabama In Huntsville	Huntsville, AL
uakari	University of Wisconsin, Wisconsin	Madison, Wisconsin
ub	State University of New York at Buff	Buffalo, New York
ub4b	BUUG : Belgian Unix User Group	Belgium
ubbs-nh	RAM Technology	Nashua, NH
ucbvax	University of California at Berkeley	Berkeley, CA
uccba	University of Cincinnati, College of	Cincinnati, Ohio
ucdavis	University of California at Davis	Davis, California
ucf-cs	Univ. of Central Florida, Computer	Orlando, Florida
uchdcc	University of Chile, Dept. of Comput	CHILE
uci	Unified Communications Incorporated	Bloomington, MN
uci-ics	Univ. of Calif, Irvine. Info. and Co	Irvine, California
ucivax	Univ. of Calif, Irvine. Info. and Co	Irvine, California
ucla-an	Department of Anesthesia, School of	Los Angeles, CA
ucla-cs	University of California, Los Angele	Los Angeles, CA
ucla-se	UCLA School of Engineering and Appli	Los Angeles, CA
ucla-seas	UCLA School of Engineering and Appli	Los Angeles, CA
uclachem	UCLA Department of Chemistry and Bio	Los Angeles, CA
uclfynu	Universite Catholique de Louvain	Belgium
ucmsa	ALAMO Matchmaker	RESERVED
ucmsj	The Silicon Matchmaker	Santa Clara, CA
ucqais	University of Cincinnati, College of	Cincinnati, Ohio
ucrmath	University of California at Riversid	Riverside, CA
ucsbcsl	University of California at Santa Ba	Santa Barbara, CA
ucscc	Computer Center, University of Calif	Santa Cruz, CA
ucsd	University of California at San Dieg	La Jolla, CA
ucsdhub	University of California at San Dieg	La Jolla, CA
ucsfcgl	University of California, San Franci	San Francisco, CA
ucsfmis	University of California at San Fran	San Francisco, CA
udc	Motorola Computer Group, Urbana Desi	Urbana, Illinois
udcps3	University of Dayton Computer Scienc	Ohio
udel	University of Delaware	Newark, Delaware
udiego	Academic Computing, University of Sa	San Diego, CA
uecok	East Central Oklahoma State Universi	Oklahoma
uflorida	Univ. of Florida, Computer and Infor	Gainsville, FL
ufrmsa1	Uniforum SA	Pinegowrie
ugc	UGC Consulting Ltd.	Sherwood Park Albe
ugn	/usr/group/nebraska	Omaha, Nebraska
uhasun	University of Hartford, Computer Sci	West Hartford, CT
uhccux	University of Hawaii Computer Center	Honolulu, Hawaii
uhnix1	University of Houston, Academic Comp	Houston, Texas
ui3	Microelectronics Research Center	Moscow, Idaho
uiucdcs	University of Illinois at Urbana-Cha	Urbana, Illinois
uiucuxc	University of Illinois at Urbana-Cha	Urbana, Illinois
uka	Universitaet Karlsruhe, Informatik	Germany
ukc	UKnet Backbone, Computing Laboratory	NF
ukma	Univ. of Kentucky, Dept. of Computer	Lexington, KY
ulowell	University of Lowell	Lowell, MA
ultra	Ultra Network Technologies	San Jose, CA
umcc	University of Michigan Computing Clu	Ann Arbor, MI
umich	Information Technology Division, The	Ann Arbor, MI
umix	Computing Center, The University of	Ann Arbor, MI
umn-cs	University of Minnesota, Computer Sc	Minneapolis, MN
umt	University of Montana Computer Cente	Missoula, Montana
unc	University of North Carolina, Dept.	Chapel Hill, NC
unccvax	University of North Carolina at Char	Charlotte, NC
undeed	Department of Electronic Engineering	South Africa
unet	Network Equipment Technologies, Inc.	Redwood City, CA
unf7	University of North Florida, Computi	Jacksonville, FL
unh	University of New Hampshire	Durham, NH
unhd	University Computing	Durham, NH
unhtel	University of New Hampshire Telecomm	Durham, NH
uni4um	Uniforum Association	Santa Clara, CA
unibase	Unibase Telecom Ltd.	Regina, SK
unicom	Science Computer Center, Marin Commu	Kentfield, CA
unicon	UNICON System Integration	Santa Ana, CA
unido	Universitaet Dortmund, Informatik /	Germany
unidot	Unidot	Golden, Colorado
unify	Unify Corporation	Sacramento, CA
unimtl	UniForum Montreal	Montreal, QC
uniol	Universitaet Oldenburg, FB Informati	Germany
unisoft	UniSoft Corporation	USA
united	United System Solutions Inc.	Toronto, Ontario
unixprt	Unixprt	Milpitas, CA
unizh	University of Zuerich, Institut fuer	Switzerland
unmvax	University of New Mexico, Department	Albuquerque, NM
unocss	University of Nebraska at Omaha, Mat	Nebraska
unr	University of Nevada, Reno	Reno, Nevada
unrvax	University of Nevada - Reno	Reno, Nevada
unsvax	University of Nevada System Computin	Las Vegas, Nevada
unx-pc	Kentucky Unix Users	Louisville, KY
uokmax	University of Oklahoma, Engineering	Norman, Oklahoma
uop	University of the Pacific, Departmen	Stockton, CA
uoregon	University of Oregon, Computer Scien	Eugene, Oregon
uotcsi2	University of Ottawa, Computer Scien	CANADA
upaya	Greyston Community Network	Yonkers, New York
upba	United Phone Book Advertisers	Lincoln, Nebraska
uplherc	Utah Power & Light Company	Salt Lake City, UT
uport	Microport Systems	Scotts Valley, CA
upose	Interpose	Ann Arbor, MI
ur-cc	University of Rochester, University	Rochester, NY
ur-valhalla	University of Rochester Department	Rochester, NY
urartu	S.D.P.A. Center for Regional Studies	Cambridge, MA
usenix	USENIX Association	Berkeley, CA
usfvax2	University of South Florida, College	Florida
usl	University of Southwestern Louisiana	Lafayette, LA
usource	UniSource, Inc.	US Mail
uswat	U S WEST Inc	Boulder, Colorado
ut-emx	The University of Texas at Austin,	Austin, Texas
utacfd	Univ. of Tx at Arlington	Arlingtion, Texas
utah-cs	University of Utah, Computer Science	Salt Lake City, UT
utah-gr	University of Utah, Computer Science	Salt Lake City, UT
utah-muddy	University of Utah, Computer Science	Salt Lake City, UT
utah-sp	University of Utah, Computer Science	Salt Lake City, UT
utah-ug	University of Utah, Computer Science	Salt Lake City, UT
utanes	Univ. of Texas Health Science Ctr.	San Antonio, Texas
utastro	University of Texas, Astronomy/McDon	Austin, Texas
utdoe	Dictionary of Old English Project -	CANADA
utgard	Quality Medical Adjudication (QMA),	Rancho Cordova, CA
util20	Utilities Engineering, GE Erie	Erie, Pennsylvania
utoday	UNIX Today	Manhasset, NY
utzoo	University of Toronto, Zoology Dept.	Canada
uudell	Dell Computer Corporation	Austin, Texas
uumind	Fortress Development HQ	Atlanta, Georgia
uunet	UUNET Technologies, Inc	Falls Church, VA
uupsi3	Performance Systems International,	New York
uupsi4	Performance Systems International,	New York
uupsi8	Performance Systems International,	New York
uuwest	The Dark Side of the Moon	Mountain View, CA
uvicctr	University of Victoria	Canada
uvm-gen	University of Vermont, Division of	Burlington, VT
uw-apl	Applied Physics Laboratory, Universi	Seattle, WA
uw-beaver	University of Washington, Dept. of	Seattle, WA
uw-coco	Univ. of Washington, MSCC Seattle,	Seattle, WA
uw-entropy	Univ. of Washington, Math/Stat, Seat	Seattle, WA
uw-nsr	National Simulation Resource in Mass	Seattle, WA
uw-warp	The Warp	Private
uwbln	UniWare Computer GmbH	Germany
uwmcsd1	University of Wisconsin - Milwaukee,	Milwaukee, WI
uworld	UNIXWorld Magazine	Mountain View, CA
uwvax	University of Wisconsin, Computer Sc	Madison, Wisconsin
vader	Boeing Helicopter Company / Boeing	Phila, PA
val	Video Associates Labs, Inc.	Austin, Texas
valid	Valid Logic Systems, Inc.	San Jose, CA
vamsf	Unisys Value Added Marketing	San Jose, CA
van-bc	Wimsey Information Technologies	Port Moody, BC
varian	Varian Chromotagraphy Systems Busine	California
vdbsan	BellSouth Advanced Networks, Inc.	Suite
vdelta	Volt Delta Resources	Orange, California
vdx	Verify Data Corporation	California
vector	Dallas Semiconductor Inc.	Dallas, Texas
vedge	Visual Edge Software Ltd.	Canada
vela	Oakland University, Academic Compute	Rochester, MI
verde	Courier Terminal Systems	Phoenix, Arizona
verdix	Verdix Corp., Western Operations	Aloha, Oregon
veritas	VERITAS Software	Santa Clara, CA
versatc	Versatec, Inc. (A XEROX Company)	Santa Clara, CA
vicstoy	vicstoy Public Access Unix	Orlando, Florida
vijit	Vijit Consulting	Oak Lawn, Illinois
vine	Vine Technology	Cupertino, CA
viper	Long Island Amateur Radio TCP/IP Net	New York
virgil	EDO Corporation, Command Systems Div	Chesapeake, VA
virgin	Virgin Software, Ltd.	Epping, NH
virginia	University of Virginia Academic Comp	Charlottesville VA
vis	Virtual Infinity Systems	San Diego, CA
vitanoc	Vitalink Communications Corporation	Fremont, CA
viusys	Unisys D.A. MINIS Project Management	McLean, Virginia
vixie	Vixie Home Computing	Palo Alto, CA
vk2bea	Broadcast Sports Technology Inc.	Crofton, MD
voder	National Semiconductor, Linear Desig	Santa Clara, CA
voodoo	Boeing Computer Services	Seattle, WA
vortex	Vortex Technology	Topanga, CA
vpnet	GPS Microdata	Villa Park, IL
vrdxhq	Verdix Corporation, Corporate Headqu	Chantilly, VA
vsedev	VSE Corporation	Arlington, VA
vsi	V-Systems, Inc.	Santa Ana, CA
vsi1	Vicom Systems, Inc.	Fremont, CA
vta	Video Tape Associates	Atlanta, Georgia
vtserf	Virginia Polytechnic Inst. & State	Blacksburg, VA
vu-vlsi	Villanova University, Dept. of Elect	Villanova, PA
vub	Vrije Universiteit Brussel, Medische	Belgium
wa4mei	Randy Jarrett Ham Packet Radio Gatew	Chamblee, Georgia
wang	Wang Laboratories Inc.	Lowell, MA
wang7	WANG Laboratories, Inc.	Lowell, MA
wariat	Akademia Pana Kleksa - Public Access	Ohio
wasatch	University of Utah, College of Engin	Salt Lake City, UT
watcgl	Computer Graphics Laboratory, Univer	Canada
watmath	Math Faculty Computing Facility, Uni	Canada
watson	Baylor College of Medicine	Texas
wattres	Steven Watt, Consultant	San Jose, CA
waynar	CalComp Inc., A Lockheed Company	Hudson, NH
wb9rxw	American Airlines - STIN	Grand Prairie, TX
wd0gol	Robert Barker & Associates	Eden Prairie, MN
wdl1	Loral Western Development Labs	San Jose, CA
web	Nirv Non-Profit Community Resource	Canada
websta	Daniel Webster College	Nashua, NH
weitek	WEITEK Corporation	Sunnyvale, CA
well	Whole Earth 'Lectronic Link	Sausalito, CA
wells	Wells Computer Systems Corporation	Penna
westmark	Westmark, Inc.	Warren, New Jersey
westsci	Solbourne Computers, Santa Clara	Santa Clara, CA
wet	Wetware Diversions	San Francisco, CA
wetware	Wetware Services	Fremont, CA
wgc386	New England Software Laboratories	Nashua, NH
whale	Associates Group	Stone Harbor, NJ
wheaton	Wheaton College	U S A
whitney	IMA, Inc	Anaheim, CA
whizz	Overture Systems Corporation	Lake Oswego, OR
whome	home of the Wrede family	Canada
whooper	Committee for Common Man	Austin, Texas
wicat	WICAT Systems, Inc.	Orem, Utah
widener	Widener University Computer Science	Chester, PA
wierius	Niche Computer Consulting	Tempe, Arizona
wiley	TRW Inc.	Redondo Beach, CA
will	Ogburn Stouffer Center, University	Chicago, Illinois
winfree	Garbee and Garbee, Computer / Graphi	Black Forest, CO
winnie	Godfrey Winham Laboratory, Princeton	Princeton, NJ
winston	Winston Tire Company, Burbank	Burbank, CA
wisdom	Wisdom's Pony Express	Lake Hiawatha, NJ
wiskit	Kitchen Wisdom Publishing Company	Oregon
wixer	Real/Time Communications	Austin, Texas
wizvax	Gilgut Enterprises, Inc.	Mass
wjh12	Harvard University, Psychology and	Cambridge, MA
wjvax	Watkins-Johnson	San Jose, CA
wlbr	Contel Federal Systems Division	Westlake Village C
wolv	University of Michigan Computing Clu	Ann Arbor, MI
wolves	Wolves Den UNIX, Durham NC	Durham, NC
woodowl	woodowl	Livermore, CA
world	Software Tool & Die	Brookline, MA
wotan	Compaq Computer Corporation	Texas
wraith	Raymond Browder	Ypsilanti, MI
wrangler	W.L. Kennedy Jr. & Associates	Texas
wright	Wright State University, Department	Kettering, Ohio
wrs	Wind River Systems, Inc.	Alameda, CA
wsccs	Weber State College Computer Science	Ogden, Utah
wsu-cs	Wayne State University, Computer Sci	Room
wuarchive	Washington University, Office of the	St Louis, Missouri
wucs1	Washington University, Dept. of Comp	St Louis, Missouri
wuphys	Washington University, Department of	St Louis, Missouri
wupost	Washington University, Office of the	St Louis, Missouri
wuthel	Wuthel's Living Room	Berkeley, CA
wvus	World Vision U.S.	Monrovia, CA
wyn386	Wynalda Litho Inc.	Rockford, Michigan
wyse	Wyse Technology	San Jose, CA
wyvern	Tidewater UNIX Users Group	Norfolk, Virginia
wzlr	Amalgamated Widgets, San Francisco	San Francisco, CA
xait	Xerox Corporation	Cambridge, MA
xanadu	Xanadu Operating Company	Palo Alto, CA
xanth	Old Dominion University, Department	Virginia
xavax	Crystal Data Systems, Inc.	Huntsville, AL
xdos	Hunter Systems Inc.	Mountain View, CA
xenon	Xenon systems, mail 'n' news	California
xilinx	Xilinx, Inc.	San Jose, CA
xios	XIOS Systems Corporation	Canada
xroads	Crossroads Development Company	Phoenix, Arizona
xrtll	WCOM, Toronto, Ont.	CANADA
xstor	Storage Dimensions, Inc.	San Jose, CA
xyzoom	Altruistic Intentions	Hollywood, CA
xyzzy	Data General Corp.	Research Triangle
yale	Yale University, Dept of Computer Sc	New Haven, CT
yang	University of Washington Center for	Seattle, WA
yarc	Yarc Systems, Inc.	Newbury Park, CA
yclept	:-) Leptons, Quarks & Bosons	Batavia, Illinois
yoyodyne	YoyoDyne Propulsion Systems Computer	Oregon
yunccn	York University Faculty of Environme	Canada
yunexus	York University Department of Comput	CANADA
z-code	Z-Code Software Corp.	San Rafael, CA
zap	Sylvie Parent, Architecte Paysagiste	Canada
zardoz	Custom Product Design, Inc.	Santa Ana, CA
zebra	very little	Colo
zehntel	Teradyne, Inc.	California
zeno	Smartware	Minneapolis, MN
zeus	SGS Management Informations Services	Canada
ziebmef	Ziebmef Public Access Unix	Ontario
zinn	Zinn Computer Company	Manchester, NH
zorch	SF-Bay Public Access Unix	Cupertino, CA
ztivax	Siemens AG, ZFE IO 2	Germany
zycad	Zycad Corporation	Menlo Park, CA
zygot	Announcement Technologies, Inc.	San Jose, CA
